"V1","V2","V3","V4","V5","V6","peakTF"
6,28,5610,12372,0.997746627328684,0.328051012179683,"NR2F2_liver"
6,28,8376,12372,0.999999923087624,0.129511477604401,"HNRNPL_Hep-G2"
5,28,6956,12372,0.99999441932096,0.168707926720368,"ZNF580_HEK293"
6,28,7507,12372,0.999995685414791,0.176109290246842,"E4F1_K-562"
8,28,6936,12372,0.99915730423335,0.312730331799555,"ZNF394_HEK293"
9,28,10005,12372,0.999999997447254,0.111294033610906,"BRD2_K-562"
5,28,7108,12372,0.999996951224344,0.160449275748612,"BRD2_LPS141"
8,28,8493,12372,0.999997453044456,0.181956855295377,"BRD2_foreskin"
7,28,9607,12372,0.999999999592756,0.0953215127134164,"BRD2_NCI-H23"
7,28,6039,12372,0.997286653283289,0.348803002607221,"BRD2_MV4-11"
5,28,8193,12372,0.999999979931708,0.110361257592013,"RBM22_K-562"
4,28,5876,12372,0.999960235369409,0.183719367932033,"EGR1_Ishikawa"
4,28,4187,12372,0.994805894841424,0.325188895950017,"EGR1_HCT-116"
2,28,4772,12372,0.999978290580199,0.122142698758213,"EGR1_liver"
1,28,4179,12372,0.999990421345184,0.0723969815945828,"EGR1_MCF-7"
5,28,4280,12372,0.984903165803391,0.410347983758754,"EBF1_NALM-6"
5,28,3031,12372,0.851556564642151,0.669450285228749,"NFE2L2_BEAS-2B"
6,28,8886,12372,0.999999995650375,0.106412607751141,"NFE2L2_K-562"
8,28,7658,12372,0.99992094628206,0.24546771671549,"NFE2L2_HeLa-S3"
4,28,4498,12372,0.99761778127778,0.291152178119384,"NFE2L2_A-549"
7,28,4234,12372,0.893120075921465,0.640112862694667,"NFE2L2_A-375"
9,28,3774,12372,0.495931842856803,1.07933645806499,"NFE2L2_IMR-90"
7,28,4937,12372,0.967975662631454,0.501311803505586,"DDX5_BT-549"
3,28,1892,12372,0.824104368155481,0.664181220476412,"STAT5A_MV4-11"
6,28,5356,12372,0.995716172547092,0.356568886277914,"ZEB2_K-562"
9,28,6622,12372,0.993353347965542,0.410534229760213,"KDM1A_NB4"
7,28,7699,12372,0.999987407690716,0.201621392145228,"KDM1A_SH-SY5Y"
1,28,2288,12372,0.996761183833991,0.162881837907875,"KDM1A_SET-2"
6,28,3494,12372,0.844612161238263,0.692498886966904,"KDM1A_Kasumi-1"
3,28,1587,12372,0.715431544570447,0.815171989985822,"CTBP2_LNCaP"
5,28,8176,12372,0.999999978043751,0.111042489783801,"MBD2_K-562"
5,28,7100,12372,0.999996850984585,0.160875107326925,"MBD2_MCF-7"
7,28,9286,12372,0.999999996200135,0.11014357927269,"CDK7_Jurkat"
7,28,4704,12372,0.950779850274686,0.542712019384721,"PBX3_A-549"
6,28,5466,12372,0.996740772509325,0.343892786493975,"KLF13_K-562"
4,28,4655,12372,0.998422967190161,0.275698605276042,"KLF13_HEK293"
8,28,8849,12372,0.999999561721235,0.158532636002404,"AHR_GM01310"
5,28,6821,12372,0.999990616440865,0.176352158737465,"AHR_MCF-7"
4,28,3010,12372,0.935863552323082,0.517790787062925,"HAND2_CLB-Ga"
8,28,7086,12372,0.999464191743969,0.297627036662903,"MAX_endothelial"
